split,ablation,metric,mean,ci95,seeds
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,task_success,0.60714,0.03017,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,hidden_mechanism_f1,0.60004,0.01582,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,false_abstention,0.09464,0.00960,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,unsafe_action,0.12143,0.01758,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,repair_precision,0.34214,0.03804,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,calibration_error,0.11830,0.00076,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,bloat_index,0.33263,0.00376,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,probe_efficiency,0.61647,0.05565,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,intervention_cost,0.06912,0.00217,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,oracle_regret,0.10607,0.00693,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,deployment_risk,0.24846,0.00239,10
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,robust_utility,0.24978,0.04976,10
missing_contact_mode_shift,minus_mechanism_classifier,task_success,0.59524,0.02365,10
missing_contact_mode_shift,minus_mechanism_classifier,hidden_mechanism_f1,0.44797,0.02042,10
missing_contact_mode_shift,minus_mechanism_classifier,false_abstention,0.07083,0.01021,10
missing_contact_mode_shift,minus_mechanism_classifier,unsafe_action,0.13214,0.01443,10
missing_contact_mode_shift,minus_mechanism_classifier,repair_precision,0.27858,0.02939,10
missing_contact_mode_shift,minus_mechanism_classifier,calibration_error,0.16805,0.00117,10
missing_contact_mode_shift,minus_mechanism_classifier,bloat_index,0.47768,0.00242,10
missing_contact_mode_shift,minus_mechanism_classifier,probe_efficiency,0.45152,0.06091,10
missing_contact_mode_shift,minus_mechanism_classifier,intervention_cost,0.06310,0.00294,10
missing_contact_mode_shift,minus_mechanism_classifier,oracle_regret,0.09698,0.00638,10
missing_contact_mode_shift,minus_mechanism_classifier,deployment_risk,0.29480,0.00235,10
missing_contact_mode_shift,minus_mechanism_classifier,robust_utility,0.20060,0.03587,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,task_success,0.50179,0.02159,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,hidden_mechanism_f1,0.55205,0.02644,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,false_abstention,0.20417,0.01766,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,unsafe_action,0.13333,0.01706,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,repair_precision,0.31509,0.04157,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,calibration_error,0.16887,0.00183,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,bloat_index,0.61054,0.00391,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,probe_efficiency,0.54313,0.04775,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,intervention_cost,0.07531,0.00214,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,oracle_regret,0.17968,0.01037,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,deployment_risk,0.33634,0.00326,10
missing_contact_mode_shift,minus_uncertainty_bloat_index,robust_utility,-0.03266,0.04757,10
missing_contact_mode_shift,minus_active_probe_value,task_success,0.57322,0.02102,10
missing_contact_mode_shift,minus_active_probe_value,hidden_mechanism_f1,0.54197,0.02150,10
missing_contact_mode_shift,minus_active_probe_value,false_abstention,0.09405,0.01755,10
missing_contact_mode_shift,minus_active_probe_value,unsafe_action,0.12440,0.01159,10
missing_contact_mode_shift,minus_active_probe_value,repair_precision,0.25440,0.04615,10
missing_contact_mode_shift,minus_active_probe_value,calibration_error,0.14819,0.00142,10
missing_contact_mode_shift,minus_active_probe_value,bloat_index,0.35015,0.00423,10
missing_contact_mode_shift,minus_active_probe_value,probe_efficiency,0.56131,0.16475,10
missing_contact_mode_shift,minus_active_probe_value,intervention_cost,0.04925,0.00193,10
missing_contact_mode_shift,minus_active_probe_value,oracle_regret,0.11565,0.01083,10
missing_contact_mode_shift,minus_active_probe_value,deployment_risk,0.26142,0.00219,10
missing_contact_mode_shift,minus_active_probe_value,robust_utility,0.20955,0.03309,10
missing_contact_mode_shift,minus_repair_memory,task_success,0.60059,0.02493,10
missing_contact_mode_shift,minus_repair_memory,hidden_mechanism_f1,0.55681,0.02032,10
missing_contact_mode_shift,minus_repair_memory,false_abstention,0.07381,0.01327,10
missing_contact_mode_shift,minus_repair_memory,unsafe_action,0.13214,0.01601,10
missing_contact_mode_shift,minus_repair_memory,repair_precision,0.38191,0.03642,10
missing_contact_mode_shift,minus_repair_memory,calibration_error,0.12198,0.00151,10
missing_contact_mode_shift,minus_repair_memory,bloat_index,0.37052,0.00198,10
missing_contact_mode_shift,minus_repair_memory,probe_efficiency,0.60411,0.05391,10
missing_contact_mode_shift,minus_repair_memory,intervention_cost,0.05988,0.00258,10
missing_contact_mode_shift,minus_repair_memory,oracle_regret,0.09910,0.00905,10
missing_contact_mode_shift,minus_repair_memory,deployment_risk,0.26013,0.00215,10
missing_contact_mode_shift,minus_repair_memory,robust_utility,0.23470,0.04809,10
missing_contact_mode_shift,minus_false_abstention_penalty,task_success,0.54643,0.01789,10
missing_contact_mode_shift,minus_false_abstention_penalty,hidden_mechanism_f1,0.59264,0.02138,10
missing_contact_mode_shift,minus_false_abstention_penalty,false_abstention,0.20833,0.01434,10
missing_contact_mode_shift,minus_false_abstention_penalty,unsafe_action,0.09464,0.01531,10
missing_contact_mode_shift,minus_false_abstention_penalty,repair_precision,0.36143,0.04484,10
missing_contact_mode_shift,minus_false_abstention_penalty,calibration_error,0.12600,0.00164,10
missing_contact_mode_shift,minus_false_abstention_penalty,bloat_index,0.34405,0.00329,10
missing_contact_mode_shift,minus_false_abstention_penalty,probe_efficiency,0.60266,0.05019,10
missing_contact_mode_shift,minus_false_abstention_penalty,intervention_cost,0.07662,0.00216,10
missing_contact_mode_shift,minus_false_abstention_penalty,oracle_regret,0.16756,0.00604,10
missing_contact_mode_shift,minus_false_abstention_penalty,deployment_risk,0.22680,0.00136,10
missing_contact_mode_shift,minus_false_abstention_penalty,robust_utility,0.13812,0.02592,10
missing_contact_mode_shift,minus_calibrated_risk,task_success,0.59941,0.02087,10
missing_contact_mode_shift,minus_calibrated_risk,hidden_mechanism_f1,0.57342,0.02103,10
missing_contact_mode_shift,minus_calibrated_risk,false_abstention,0.07679,0.01726,10
missing_contact_mode_shift,minus_calibrated_risk,unsafe_action,0.15238,0.02052,10
missing_contact_mode_shift,minus_calibrated_risk,repair_precision,0.31587,0.03812,10
missing_contact_mode_shift,minus_calibrated_risk,calibration_error,0.25507,0.00140,10
missing_contact_mode_shift,minus_calibrated_risk,bloat_index,0.39351,0.00212,10
missing_contact_mode_shift,minus_calibrated_risk,probe_efficiency,0.61341,0.04922,10
missing_contact_mode_shift,minus_calibrated_risk,intervention_cost,0.07114,0.00264,10
missing_contact_mode_shift,minus_calibrated_risk,oracle_regret,0.09989,0.00985,10
missing_contact_mode_shift,minus_calibrated_risk,deployment_risk,0.30034,0.00158,10
missing_contact_mode_shift,minus_calibrated_risk,robust_utility,0.19648,0.04222,10
missing_contact_mode_shift,variance_only_bloat_score,task_success,0.46012,0.02847,10
missing_contact_mode_shift,variance_only_bloat_score,hidden_mechanism_f1,0.49262,0.01694,10
missing_contact_mode_shift,variance_only_bloat_score,false_abstention,0.25893,0.02405,10
missing_contact_mode_shift,variance_only_bloat_score,unsafe_action,0.09583,0.01036,10
missing_contact_mode_shift,variance_only_bloat_score,repair_precision,0.30632,0.08331,10
missing_contact_mode_shift,variance_only_bloat_score,calibration_error,0.27109,0.00143,10
missing_contact_mode_shift,variance_only_bloat_score,bloat_index,0.61343,0.00403,10
missing_contact_mode_shift,variance_only_bloat_score,probe_efficiency,0.42770,0.12819,10
missing_contact_mode_shift,variance_only_bloat_score,intervention_cost,0.05282,0.00275,10
missing_contact_mode_shift,variance_only_bloat_score,oracle_regret,0.21892,0.01597,10
missing_contact_mode_shift,variance_only_bloat_score,deployment_risk,0.34646,0.00374,10
missing_contact_mode_shift,variance_only_bloat_score,robust_utility,-0.06336,0.05360,10
missing_contact_mode_shift,abstain_only_policy,task_success,0.29048,0.02470,10
missing_contact_mode_shift,abstain_only_policy,hidden_mechanism_f1,0.16240,0.03979,10
missing_contact_mode_shift,abstain_only_policy,false_abstention,0.52321,0.02356,10
missing_contact_mode_shift,abstain_only_policy,unsafe_action,0.04583,0.00888,10
missing_contact_mode_shift,abstain_only_policy,repair_precision,0.25000,0.26337,10
missing_contact_mode_shift,abstain_only_policy,calibration_error,0.21187,0.00191,10
missing_contact_mode_shift,abstain_only_policy,bloat_index,0.76536,0.00271,10
missing_contact_mode_shift,abstain_only_policy,probe_efficiency,0.03333,0.06533,10
missing_contact_mode_shift,abstain_only_policy,intervention_cost,0.06423,0.00212,10
missing_contact_mode_shift,abstain_only_policy,oracle_regret,0.38990,0.01327,10
missing_contact_mode_shift,abstain_only_policy,deployment_risk,0.33020,0.00249,10
missing_contact_mode_shift,abstain_only_policy,robust_utility,-0.41257,0.04217,10
missing_contact_mode_shift,probe_without_repair_memory,task_success,0.59226,0.02569,10
missing_contact_mode_shift,probe_without_repair_memory,hidden_mechanism_f1,0.58642,0.01423,10
missing_contact_mode_shift,probe_without_repair_memory,false_abstention,0.07917,0.01687,10
missing_contact_mode_shift,probe_without_repair_memory,unsafe_action,0.13333,0.01327,10
missing_contact_mode_shift,probe_without_repair_memory,repair_precision,0.38145,0.05932,10
missing_contact_mode_shift,probe_without_repair_memory,calibration_error,0.12823,0.00115,10
missing_contact_mode_shift,probe_without_repair_memory,bloat_index,0.41935,0.00436,10
missing_contact_mode_shift,probe_without_repair_memory,probe_efficiency,0.63224,0.02456,10
missing_contact_mode_shift,probe_without_repair_memory,intervention_cost,0.06106,0.00148,10
missing_contact_mode_shift,probe_without_repair_memory,oracle_regret,0.10070,0.01103,10
missing_contact_mode_shift,probe_without_repair_memory,deployment_risk,0.27223,0.00272,10
missing_contact_mode_shift,probe_without_repair_memory,robust_utility,0.20770,0.04158,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,task_success,0.55595,0.01697,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,hidden_mechanism_f1,0.62001,0.01503,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,false_abstention,0.09167,0.01315,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,unsafe_action,0.15238,0.01361,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,repair_precision,0.30891,0.03541,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,calibration_error,0.11570,0.00186,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,bloat_index,0.34990,0.00287,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,probe_efficiency,0.65396,0.05300,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,intervention_cost,0.07109,0.00214,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,oracle_regret,0.12348,0.00835,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,deployment_risk,0.26879,0.00249,10
combined_missing_mechanics,full_mechanics_gap_auditor_v5,robust_utility,0.14794,0.03099,10
combined_missing_mechanics,minus_mechanism_classifier,task_success,0.53333,0.02551,10
combined_missing_mechanics,minus_mechanism_classifier,hidden_mechanism_f1,0.40667,0.03193,10
combined_missing_mechanics,minus_mechanism_classifier,false_abstention,0.08333,0.01739,10
combined_missing_mechanics,minus_mechanism_classifier,unsafe_action,0.16607,0.01235,10
combined_missing_mechanics,minus_mechanism_classifier,repair_precision,0.24164,0.02932,10
combined_missing_mechanics,minus_mechanism_classifier,calibration_error,0.16371,0.00121,10
combined_missing_mechanics,minus_mechanism_classifier,bloat_index,0.50179,0.00501,10
combined_missing_mechanics,minus_mechanism_classifier,probe_efficiency,0.40436,0.05581,10
combined_missing_mechanics,minus_mechanism_classifier,intervention_cost,0.06405,0.00257,10
combined_missing_mechanics,minus_mechanism_classifier,oracle_regret,0.12713,0.01026,10
combined_missing_mechanics,minus_mechanism_classifier,deployment_risk,0.31569,0.00323,10
combined_missing_mechanics,minus_mechanism_classifier,robust_utility,0.07004,0.04083,10
combined_missing_mechanics,minus_uncertainty_bloat_index,task_success,0.48512,0.02322,10
combined_missing_mechanics,minus_uncertainty_bloat_index,hidden_mechanism_f1,0.58592,0.02734,10
combined_missing_mechanics,minus_uncertainty_bloat_index,false_abstention,0.18452,0.01975,10
combined_missing_mechanics,minus_uncertainty_bloat_index,unsafe_action,0.14822,0.01235,10
combined_missing_mechanics,minus_uncertainty_bloat_index,repair_precision,0.37378,0.04424,10
combined_missing_mechanics,minus_uncertainty_bloat_index,calibration_error,0.15855,0.00150,10
combined_missing_mechanics,minus_uncertainty_bloat_index,bloat_index,0.62167,0.00251,10
combined_missing_mechanics,minus_uncertainty_bloat_index,probe_efficiency,0.61839,0.05020,10
combined_missing_mechanics,minus_uncertainty_bloat_index,intervention_cost,0.07659,0.00189,10
combined_missing_mechanics,minus_uncertainty_bloat_index,oracle_regret,0.18552,0.01145,10
combined_missing_mechanics,minus_uncertainty_bloat_index,deployment_risk,0.34990,0.00322,10
combined_missing_mechanics,minus_uncertainty_bloat_index,robust_utility,-0.06524,0.03641,10
combined_missing_mechanics,minus_active_probe_value,task_success,0.54583,0.01486,10
combined_missing_mechanics,minus_active_probe_value,hidden_mechanism_f1,0.55222,0.02929,10
combined_missing_mechanics,minus_active_probe_value,false_abstention,0.08333,0.01739,10
combined_missing_mechanics,minus_active_probe_value,unsafe_action,0.15893,0.00835,10
combined_missing_mechanics,minus_active_probe_value,repair_precision,0.29797,0.03722,10
combined_missing_mechanics,minus_active_probe_value,calibration_error,0.14529,0.00156,10
combined_missing_mechanics,minus_active_probe_value,bloat_index,0.36268,0.00487,10
combined_missing_mechanics,minus_active_probe_value,probe_efficiency,0.53765,0.10750,10
combined_missing_mechanics,minus_active_probe_value,intervention_cost,0.05021,0.00194,10
combined_missing_mechanics,minus_active_probe_value,oracle_regret,0.12996,0.01070,10
combined_missing_mechanics,minus_active_probe_value,deployment_risk,0.27763,0.00312,10
combined_missing_mechanics,minus_active_probe_value,robust_utility,0.13357,0.02433,10
combined_missing_mechanics,minus_repair_memory,task_success,0.57440,0.02060,10
combined_missing_mechanics,minus_repair_memory,hidden_mechanism_f1,0.60594,0.02347,10
combined_missing_mechanics,minus_repair_memory,false_abstention,0.07024,0.01264,10
combined_missing_mechanics,minus_repair_memory,unsafe_action,0.14821,0.01120,10
combined_missing_mechanics,minus_repair_memory,repair_precision,0.35744,0.03422,10
combined_missing_mechanics,minus_repair_memory,calibration_error,0.11706,0.00152,10
combined_missing_mechanics,minus_repair_memory,bloat_index,0.38257,0.00404,10
combined_missing_mechanics,minus_repair_memory,probe_efficiency,0.61805,0.05296,10
combined_missing_mechanics,minus_repair_memory,intervention_cost,0.06490,0.00274,10
combined_missing_mechanics,minus_repair_memory,oracle_regret,0.11319,0.00798,10
combined_missing_mechanics,minus_repair_memory,deployment_risk,0.27630,0.00290,10
combined_missing_mechanics,minus_repair_memory,robust_utility,0.17871,0.03191,10
combined_missing_mechanics,minus_false_abstention_penalty,task_success,0.52619,0.02988,10
combined_missing_mechanics,minus_false_abstention_penalty,hidden_mechanism_f1,0.62377,0.01949,10
combined_missing_mechanics,minus_false_abstention_penalty,false_abstention,0.19821,0.02152,10
combined_missing_mechanics,minus_false_abstention_penalty,unsafe_action,0.10060,0.01106,10
combined_missing_mechanics,minus_false_abstention_penalty,repair_precision,0.37198,0.06010,10
combined_missing_mechanics,minus_false_abstention_penalty,calibration_error,0.12259,0.00214,10
combined_missing_mechanics,minus_false_abstention_penalty,bloat_index,0.35681,0.00376,10
combined_missing_mechanics,minus_false_abstention_penalty,probe_efficiency,0.64484,0.04241,10
combined_missing_mechanics,minus_false_abstention_penalty,intervention_cost,0.07596,0.00190,10
combined_missing_mechanics,minus_false_abstention_penalty,oracle_regret,0.17720,0.01285,10
combined_missing_mechanics,minus_false_abstention_penalty,deployment_risk,0.24262,0.00288,10
combined_missing_mechanics,minus_false_abstention_penalty,robust_utility,0.10730,0.04890,10
combined_missing_mechanics,minus_calibrated_risk,task_success,0.55417,0.03545,10
combined_missing_mechanics,minus_calibrated_risk,hidden_mechanism_f1,0.61930,0.02017,10
combined_missing_mechanics,minus_calibrated_risk,false_abstention,0.08393,0.01540,10
combined_missing_mechanics,minus_calibrated_risk,unsafe_action,0.17738,0.01880,10
combined_missing_mechanics,minus_calibrated_risk,repair_precision,0.35308,0.03325,10
combined_missing_mechanics,minus_calibrated_risk,calibration_error,0.25074,0.00149,10
combined_missing_mechanics,minus_calibrated_risk,bloat_index,0.40785,0.00334,10
combined_missing_mechanics,minus_calibrated_risk,probe_efficiency,0.62939,0.02884,10
combined_missing_mechanics,minus_calibrated_risk,intervention_cost,0.07097,0.00219,10
combined_missing_mechanics,minus_calibrated_risk,oracle_regret,0.12275,0.01045,10
combined_missing_mechanics,minus_calibrated_risk,deployment_risk,0.31651,0.00345,10
combined_missing_mechanics,minus_calibrated_risk,robust_utility,0.10252,0.05843,10
combined_missing_mechanics,variance_only_bloat_score,task_success,0.41845,0.03350,10
combined_missing_mechanics,variance_only_bloat_score,hidden_mechanism_f1,0.52321,0.02976,10
combined_missing_mechanics,variance_only_bloat_score,false_abstention,0.25536,0.02230,10
combined_missing_mechanics,variance_only_bloat_score,unsafe_action,0.15298,0.02936,10
combined_missing_mechanics,variance_only_bloat_score,repair_precision,0.31399,0.11666,10
combined_missing_mechanics,variance_only_bloat_score,calibration_error,0.26426,0.00236,10
combined_missing_mechanics,variance_only_bloat_score,bloat_index,0.62836,0.00447,10
combined_missing_mechanics,variance_only_bloat_score,probe_efficiency,0.59048,0.13092,10
combined_missing_mechanics,variance_only_bloat_score,intervention_cost,0.05200,0.00193,10
combined_missing_mechanics,variance_only_bloat_score,oracle_regret,0.24655,0.01281,10
combined_missing_mechanics,variance_only_bloat_score,deployment_risk,0.36271,0.00214,10
combined_missing_mechanics,variance_only_bloat_score,robust_utility,-0.19121,0.06857,10
combined_missing_mechanics,abstain_only_policy,task_success,0.25834,0.02662,10
combined_missing_mechanics,abstain_only_policy,hidden_mechanism_f1,0.15438,0.02237,10
combined_missing_mechanics,abstain_only_policy,false_abstention,0.54702,0.01726,10
combined_missing_mechanics,abstain_only_policy,unsafe_action,0.05238,0.01252,10
combined_missing_mechanics,abstain_only_policy,repair_precision,0.28333,0.25791,10
combined_missing_mechanics,abstain_only_policy,calibration_error,0.20688,0.00155,10
combined_missing_mechanics,abstain_only_policy,bloat_index,0.78687,0.00438,10
combined_missing_mechanics,abstain_only_policy,probe_efficiency,0.35000,0.24079,10
combined_missing_mechanics,abstain_only_policy,intervention_cost,0.06724,0.00129,10
combined_missing_mechanics,abstain_only_policy,oracle_regret,0.42736,0.01160,10
combined_missing_mechanics,abstain_only_policy,deployment_risk,0.34885,0.00295,10
combined_missing_mechanics,abstain_only_policy,robust_utility,-0.48745,0.04429,10
combined_missing_mechanics,probe_without_repair_memory,task_success,0.55893,0.02493,10
combined_missing_mechanics,probe_without_repair_memory,hidden_mechanism_f1,0.59847,0.03114,10
combined_missing_mechanics,probe_without_repair_memory,false_abstention,0.08036,0.01220,10
combined_missing_mechanics,probe_without_repair_memory,unsafe_action,0.15833,0.01508,10
combined_missing_mechanics,probe_without_repair_memory,repair_precision,0.34255,0.05501,10
combined_missing_mechanics,probe_without_repair_memory,calibration_error,0.12347,0.00148,10
combined_missing_mechanics,probe_without_repair_memory,bloat_index,0.43689,0.00581,10
combined_missing_mechanics,probe_without_repair_memory,probe_efficiency,0.63053,0.02608,10
combined_missing_mechanics,probe_without_repair_memory,intervention_cost,0.06381,0.00254,10
combined_missing_mechanics,probe_without_repair_memory,oracle_regret,0.12218,0.00957,10
combined_missing_mechanics,probe_without_repair_memory,deployment_risk,0.29221,0.00397,10
combined_missing_mechanics,probe_without_repair_memory,robust_utility,0.12712,0.04120,10
