split,reference,metric,mean_diff,ci95_diff,lower95_diff,upper95_diff,seeds
actuator_saturation_shift,mean_world_model_mpc,task_success,0.08542,0.03010,0.05532,0.11552,10
actuator_saturation_shift,mean_world_model_mpc,hidden_mechanism_f1,0.40853,0.02871,0.37982,0.43724,10
actuator_saturation_shift,mean_world_model_mpc,unsafe_action,-0.05677,0.01945,-0.07623,-0.03732,10
actuator_saturation_shift,mean_world_model_mpc,false_abstention,0.01406,0.01159,0.00247,0.02565,10
actuator_saturation_shift,mean_world_model_mpc,bloat_index,0.02213,0.00487,0.01725,0.02700,10
actuator_saturation_shift,mean_world_model_mpc,oracle_regret,-0.03376,0.00870,-0.04246,-0.02506,10
actuator_saturation_shift,mean_world_model_mpc,robust_utility,0.14518,0.05717,0.08801,0.20236,10
actuator_saturation_shift,ensemble_variance_gate,task_success,0.17448,0.02778,0.14670,0.20226,10
actuator_saturation_shift,ensemble_variance_gate,hidden_mechanism_f1,0.17940,0.04116,0.13824,0.22056,10
actuator_saturation_shift,ensemble_variance_gate,unsafe_action,0.00729,0.02248,-0.01519,0.02977,10
actuator_saturation_shift,ensemble_variance_gate,false_abstention,-0.16354,0.01668,-0.18023,-0.14686,10
actuator_saturation_shift,ensemble_variance_gate,bloat_index,-0.25682,0.00531,-0.26213,-0.25151,10
actuator_saturation_shift,ensemble_variance_gate,oracle_regret,-0.12840,0.01148,-0.13988,-0.11692,10
actuator_saturation_shift,ensemble_variance_gate,robust_utility,0.36114,0.05373,0.30740,0.41487,10
actuator_saturation_shift,mc_dropout_uncertainty,task_success,0.20000,0.02753,0.17247,0.22753,10
actuator_saturation_shift,mc_dropout_uncertainty,hidden_mechanism_f1,0.20346,0.04581,0.15766,0.24927,10
actuator_saturation_shift,mc_dropout_uncertainty,unsafe_action,-0.01927,0.03163,-0.05090,0.01236,10
actuator_saturation_shift,mc_dropout_uncertainty,false_abstention,-0.15365,0.02836,-0.18201,-0.12529,10
actuator_saturation_shift,mc_dropout_uncertainty,bloat_index,-0.34730,0.00488,-0.35218,-0.34242,10
actuator_saturation_shift,mc_dropout_uncertainty,oracle_regret,-0.13218,0.01668,-0.14886,-0.11549,10
actuator_saturation_shift,mc_dropout_uncertainty,robust_utility,0.44190,0.07061,0.37129,0.51251,10
actuator_saturation_shift,conformal_risk_gate,task_success,0.28229,0.02644,0.25586,0.30873,10
actuator_saturation_shift,conformal_risk_gate,hidden_mechanism_f1,0.27002,0.03868,0.23134,0.30870,10
actuator_saturation_shift,conformal_risk_gate,unsafe_action,0.05937,0.01647,0.04290,0.07585,10
actuator_saturation_shift,conformal_risk_gate,false_abstention,-0.36042,0.02381,-0.38423,-0.33661,10
actuator_saturation_shift,conformal_risk_gate,bloat_index,-0.42034,0.00438,-0.42472,-0.41596,10
actuator_saturation_shift,conformal_risk_gate,oracle_regret,-0.23754,0.01303,-0.25057,-0.22450,10
actuator_saturation_shift,conformal_risk_gate,robust_utility,0.59113,0.04493,0.54620,0.63606,10
actuator_saturation_shift,epistemic_ensemble_planner,task_success,0.08854,0.03957,0.04898,0.12811,10
actuator_saturation_shift,epistemic_ensemble_planner,hidden_mechanism_f1,0.13051,0.02447,0.10604,0.15498,10
actuator_saturation_shift,epistemic_ensemble_planner,unsafe_action,-0.01198,0.02614,-0.03812,0.01416,10
actuator_saturation_shift,epistemic_ensemble_planner,false_abstention,-0.05104,0.03288,-0.08392,-0.01817,10
actuator_saturation_shift,epistemic_ensemble_planner,bloat_index,-0.18035,0.00374,-0.18409,-0.17661,10
actuator_saturation_shift,epistemic_ensemble_planner,oracle_regret,-0.05051,0.02038,-0.07089,-0.03013,10
actuator_saturation_shift,epistemic_ensemble_planner,robust_utility,0.19111,0.08431,0.10680,0.27543,10
actuator_saturation_shift,active_probe_then_plan,task_success,0.03646,0.02726,0.00919,0.06372,10
actuator_saturation_shift,active_probe_then_plan,hidden_mechanism_f1,0.02187,0.04238,-0.02050,0.06425,10
actuator_saturation_shift,active_probe_then_plan,unsafe_action,-0.04636,0.02218,-0.06854,-0.02418,10
actuator_saturation_shift,active_probe_then_plan,false_abstention,0.02708,0.02085,0.00623,0.04793,10
actuator_saturation_shift,active_probe_then_plan,bloat_index,0.01829,0.00745,0.01084,0.02574,10
actuator_saturation_shift,active_probe_then_plan,oracle_regret,0.00976,0.01413,-0.00437,0.02389,10
actuator_saturation_shift,active_probe_then_plan,robust_utility,0.07510,0.05346,0.02164,0.12855,10
actuator_saturation_shift,robust_mpc_fallback,task_success,-0.04166,0.02252,-0.06418,-0.01914,10
actuator_saturation_shift,robust_mpc_fallback,hidden_mechanism_f1,0.38541,0.03459,0.35082,0.42000,10
actuator_saturation_shift,robust_mpc_fallback,unsafe_action,0.06979,0.01750,0.05230,0.08729,10
actuator_saturation_shift,robust_mpc_fallback,false_abstention,0.02448,0.01913,0.00535,0.04361,10
actuator_saturation_shift,robust_mpc_fallback,bloat_index,-0.16562,0.00543,-0.17105,-0.16019,10
actuator_saturation_shift,robust_mpc_fallback,oracle_regret,0.02549,0.01158,0.01392,0.03707,10
actuator_saturation_shift,robust_mpc_fallback,robust_utility,-0.11639,0.04307,-0.15946,-0.07332,10
actuator_saturation_shift,residual_dynamics_repair,task_success,0.04167,0.02252,0.01915,0.06419,10
actuator_saturation_shift,residual_dynamics_repair,hidden_mechanism_f1,0.11606,0.03375,0.08231,0.14980,10
actuator_saturation_shift,residual_dynamics_repair,unsafe_action,-0.02448,0.02042,-0.04490,-0.00406,10
actuator_saturation_shift,residual_dynamics_repair,false_abstention,-0.00677,0.02318,-0.02995,0.01641,10
actuator_saturation_shift,residual_dynamics_repair,bloat_index,-0.06882,0.00468,-0.07350,-0.06413,10
actuator_saturation_shift,residual_dynamics_repair,oracle_regret,-0.01418,0.01517,-0.02936,0.00099,10
actuator_saturation_shift,residual_dynamics_repair,robust_utility,0.09727,0.05295,0.04432,0.15022,10
actuator_saturation_shift,bayesian_model_expansion,task_success,0.08073,0.02339,0.05734,0.10412,10
actuator_saturation_shift,bayesian_model_expansion,hidden_mechanism_f1,0.03877,0.04024,-0.00147,0.07901,10
actuator_saturation_shift,bayesian_model_expansion,unsafe_action,-0.01823,0.01311,-0.03134,-0.00512,10
actuator_saturation_shift,bayesian_model_expansion,false_abstention,-0.04219,0.02270,-0.06489,-0.01949,10
actuator_saturation_shift,bayesian_model_expansion,bloat_index,-0.08216,0.00437,-0.08653,-0.07778,10
actuator_saturation_shift,bayesian_model_expansion,oracle_regret,-0.03217,0.01297,-0.04514,-0.01920,10
actuator_saturation_shift,bayesian_model_expansion,robust_utility,0.15682,0.04048,0.11634,0.19731,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,task_success,0.08438,0.01234,0.07203,0.09672,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,hidden_mechanism_f1,0.10813,0.05056,0.05757,0.15870,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,unsafe_action,-0.04166,0.01996,-0.06162,-0.02171,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,false_abstention,-0.00417,0.01616,-0.02033,0.01199,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,bloat_index,-0.17408,0.00415,-0.17823,-0.16994,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,oracle_regret,-0.02654,0.01077,-0.03731,-0.01576,10
actuator_saturation_shift,uncertainty_bloat_audit_v4,robust_utility,0.19214,0.03462,0.15752,0.22676,10
actuator_saturation_shift,oracle_mechanics_repair,task_success,-0.08333,0.02851,-0.11184,-0.05482,10
actuator_saturation_shift,oracle_mechanics_repair,hidden_mechanism_f1,-0.08356,0.02804,-0.11160,-0.05552,10
actuator_saturation_shift,oracle_mechanics_repair,unsafe_action,0.02656,0.02170,0.00486,0.04827,10
actuator_saturation_shift,oracle_mechanics_repair,false_abstention,0.02448,0.01560,0.00888,0.04007,10
actuator_saturation_shift,oracle_mechanics_repair,bloat_index,0.20476,0.00517,0.19959,0.20994,10
actuator_saturation_shift,oracle_mechanics_repair,oracle_regret,0.02885,0.01056,0.01829,0.03941,10
actuator_saturation_shift,oracle_mechanics_repair,robust_utility,-0.19119,0.05685,-0.24804,-0.13433,10
actuator_saturation_shift,oracle_full_state_policy,task_success,-0.11094,0.02583,-0.13677,-0.08511,10
actuator_saturation_shift,oracle_full_state_policy,hidden_mechanism_f1,-0.10664,0.01980,-0.12644,-0.08685,10
actuator_saturation_shift,oracle_full_state_policy,unsafe_action,0.04791,0.02129,0.02662,0.06921,10
actuator_saturation_shift,oracle_full_state_policy,false_abstention,0.02656,0.01268,0.01388,0.03924,10
actuator_saturation_shift,oracle_full_state_policy,bloat_index,0.25307,0.00372,0.24935,0.25679,10
actuator_saturation_shift,oracle_full_state_policy,oracle_regret,0.03620,0.00943,0.02677,0.04562,10
actuator_saturation_shift,oracle_full_state_policy,robust_utility,-0.26349,0.04959,-0.31308,-0.21391,10
combined_missing_mechanics,mean_world_model_mpc,task_success,0.07865,0.03233,0.04631,0.11098,10
combined_missing_mechanics,mean_world_model_mpc,hidden_mechanism_f1,0.52259,0.03137,0.49122,0.55396,10
combined_missing_mechanics,mean_world_model_mpc,unsafe_action,-0.04218,0.02544,-0.06763,-0.01674,10
combined_missing_mechanics,mean_world_model_mpc,false_abstention,0.02083,0.02283,-0.00199,0.04366,10
combined_missing_mechanics,mean_world_model_mpc,bloat_index,0.00676,0.00494,0.00182,0.01171,10
combined_missing_mechanics,mean_world_model_mpc,oracle_regret,-0.04224,0.01255,-0.05479,-0.02969,10
combined_missing_mechanics,mean_world_model_mpc,robust_utility,0.12614,0.05199,0.07415,0.17813,10
combined_missing_mechanics,ensemble_variance_gate,task_success,0.15260,0.03447,0.11814,0.18707,10
combined_missing_mechanics,ensemble_variance_gate,hidden_mechanism_f1,0.23611,0.02764,0.20847,0.26374,10
combined_missing_mechanics,ensemble_variance_gate,unsafe_action,0.00313,0.02515,-0.02202,0.02828,10
combined_missing_mechanics,ensemble_variance_gate,false_abstention,-0.16302,0.02859,-0.19161,-0.13443,10
combined_missing_mechanics,ensemble_variance_gate,bloat_index,-0.26668,0.00410,-0.27078,-0.26258,10
combined_missing_mechanics,ensemble_variance_gate,oracle_regret,-0.14672,0.01576,-0.16249,-0.13096,10
combined_missing_mechanics,ensemble_variance_gate,robust_utility,0.35557,0.05793,0.29764,0.41350,10
combined_missing_mechanics,mc_dropout_uncertainty,task_success,0.16094,0.03034,0.13060,0.19128,10
combined_missing_mechanics,mc_dropout_uncertainty,hidden_mechanism_f1,0.23250,0.05074,0.18176,0.28324,10
combined_missing_mechanics,mc_dropout_uncertainty,unsafe_action,0.01406,0.01709,-0.00302,0.03115,10
combined_missing_mechanics,mc_dropout_uncertainty,false_abstention,-0.14219,0.03447,-0.17666,-0.10772,10
combined_missing_mechanics,mc_dropout_uncertainty,bloat_index,-0.35588,0.00404,-0.35992,-0.35183,10
combined_missing_mechanics,mc_dropout_uncertainty,oracle_regret,-0.13780,0.01860,-0.15639,-0.11920,10
combined_missing_mechanics,mc_dropout_uncertainty,robust_utility,0.36151,0.04616,0.31534,0.40767,10
combined_missing_mechanics,conformal_risk_gate,task_success,0.23281,0.01895,0.21387,0.25176,10
combined_missing_mechanics,conformal_risk_gate,hidden_mechanism_f1,0.37021,0.04034,0.32987,0.41055,10
combined_missing_mechanics,conformal_risk_gate,unsafe_action,0.10469,0.02128,0.08341,0.12596,10
combined_missing_mechanics,conformal_risk_gate,false_abstention,-0.35625,0.02556,-0.38181,-0.33069,10
combined_missing_mechanics,conformal_risk_gate,bloat_index,-0.43485,0.00574,-0.44059,-0.42911,10
combined_missing_mechanics,conformal_risk_gate,oracle_regret,-0.24808,0.01278,-0.26086,-0.23530,10
combined_missing_mechanics,conformal_risk_gate,robust_utility,0.49290,0.03256,0.46034,0.52546,10
combined_missing_mechanics,epistemic_ensemble_planner,task_success,0.06875,0.02657,0.04218,0.09532,10
combined_missing_mechanics,epistemic_ensemble_planner,hidden_mechanism_f1,0.15238,0.04055,0.11182,0.19293,10
combined_missing_mechanics,epistemic_ensemble_planner,unsafe_action,0.01615,0.02208,-0.00593,0.03822,10
combined_missing_mechanics,epistemic_ensemble_planner,false_abstention,-0.05260,0.02451,-0.07712,-0.02809,10
combined_missing_mechanics,epistemic_ensemble_planner,bloat_index,-0.18650,0.00615,-0.19266,-0.18035,10
combined_missing_mechanics,epistemic_ensemble_planner,oracle_regret,-0.06288,0.01428,-0.07716,-0.04860,10
combined_missing_mechanics,epistemic_ensemble_planner,robust_utility,0.14513,0.03890,0.10624,0.18403,10
combined_missing_mechanics,active_probe_then_plan,task_success,-0.01615,0.02771,-0.04385,0.01156,10
combined_missing_mechanics,active_probe_then_plan,hidden_mechanism_f1,0.02930,0.03525,-0.00594,0.06455,10
combined_missing_mechanics,active_probe_then_plan,unsafe_action,-0.00781,0.03079,-0.03860,0.02298,10
combined_missing_mechanics,active_probe_then_plan,false_abstention,0.03698,0.02350,0.01348,0.06048,10
combined_missing_mechanics,active_probe_then_plan,bloat_index,0.02075,0.00543,0.01532,0.02618,10
combined_missing_mechanics,active_probe_then_plan,oracle_regret,0.01966,0.01415,0.00550,0.03381,10
combined_missing_mechanics,active_probe_then_plan,robust_utility,-0.03488,0.06180,-0.09668,0.02692,10
combined_missing_mechanics,robust_mpc_fallback,task_success,-0.09010,0.02313,-0.11324,-0.06697,10
combined_missing_mechanics,robust_mpc_fallback,hidden_mechanism_f1,0.48935,0.03027,0.45908,0.51961,10
combined_missing_mechanics,robust_mpc_fallback,unsafe_action,0.10104,0.02294,0.07810,0.12398,10
combined_missing_mechanics,robust_mpc_fallback,false_abstention,0.03542,0.02898,0.00643,0.06440,10
combined_missing_mechanics,robust_mpc_fallback,bloat_index,-0.18105,0.00447,-0.18552,-0.17658,10
combined_missing_mechanics,robust_mpc_fallback,oracle_regret,0.02986,0.01497,0.01489,0.04484,10
combined_missing_mechanics,robust_mpc_fallback,robust_utility,-0.20592,0.03872,-0.24464,-0.16720,10
combined_missing_mechanics,residual_dynamics_repair,task_success,0.01406,0.02036,-0.00630,0.03443,10
combined_missing_mechanics,residual_dynamics_repair,hidden_mechanism_f1,0.11413,0.02581,0.08831,0.13994,10
combined_missing_mechanics,residual_dynamics_repair,unsafe_action,0.00052,0.01854,-0.01802,0.01906,10
combined_missing_mechanics,residual_dynamics_repair,false_abstention,0.00104,0.01947,-0.01843,0.02052,10
combined_missing_mechanics,residual_dynamics_repair,bloat_index,-0.07109,0.00319,-0.07428,-0.06790,10
combined_missing_mechanics,residual_dynamics_repair,oracle_regret,-0.01304,0.01172,-0.02476,-0.00132,10
combined_missing_mechanics,residual_dynamics_repair,robust_utility,0.03547,0.03964,-0.00417,0.07511,10
combined_missing_mechanics,bayesian_model_expansion,task_success,0.02656,0.03336,-0.00679,0.05992,10
combined_missing_mechanics,bayesian_model_expansion,hidden_mechanism_f1,0.05343,0.01922,0.03421,0.07265,10
combined_missing_mechanics,bayesian_model_expansion,unsafe_action,0.02344,0.01853,0.00491,0.04197,10
combined_missing_mechanics,bayesian_model_expansion,false_abstention,-0.04010,0.02632,-0.06642,-0.01379,10
combined_missing_mechanics,bayesian_model_expansion,bloat_index,-0.08297,0.00560,-0.08857,-0.07737,10
combined_missing_mechanics,bayesian_model_expansion,oracle_regret,-0.03142,0.01843,-0.04985,-0.01299,10
combined_missing_mechanics,bayesian_model_expansion,robust_utility,0.04982,0.06628,-0.01646,0.11610,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,task_success,0.05469,0.03182,0.02287,0.08651,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,hidden_mechanism_f1,0.17888,0.03662,0.14226,0.21551,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,unsafe_action,-0.02344,0.02588,-0.04932,0.00244,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,false_abstention,0.00625,0.02052,-0.01427,0.02677,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,bloat_index,-0.17986,0.00494,-0.18480,-0.17492,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,oracle_regret,-0.03047,0.01192,-0.04239,-0.01856,10
combined_missing_mechanics,uncertainty_bloat_audit_v4,robust_utility,0.13855,0.05869,0.07986,0.19724,10
combined_missing_mechanics,oracle_mechanics_repair,task_success,-0.13750,0.02880,-0.16630,-0.10870,10
combined_missing_mechanics,oracle_mechanics_repair,hidden_mechanism_f1,-0.14580,0.02054,-0.16634,-0.12526,10
combined_missing_mechanics,oracle_mechanics_repair,unsafe_action,0.06667,0.02215,0.04452,0.08882,10
combined_missing_mechanics,oracle_mechanics_repair,false_abstention,0.03177,0.01934,0.01243,0.05111,10
combined_missing_mechanics,oracle_mechanics_repair,bloat_index,0.22641,0.00317,0.22325,0.22958,10
combined_missing_mechanics,oracle_mechanics_repair,oracle_regret,0.04934,0.01140,0.03795,0.06074,10
combined_missing_mechanics,oracle_mechanics_repair,robust_utility,-0.31383,0.05196,-0.36579,-0.26187,10
combined_missing_mechanics,oracle_full_state_policy,task_success,-0.18333,0.01616,-0.19950,-0.16717,10
combined_missing_mechanics,oracle_full_state_policy,hidden_mechanism_f1,-0.17569,0.02153,-0.19722,-0.15416,10
combined_missing_mechanics,oracle_full_state_policy,unsafe_action,0.10156,0.02099,0.08057,0.12256,10
combined_missing_mechanics,oracle_full_state_policy,false_abstention,0.04271,0.00936,0.03335,0.05207,10
combined_missing_mechanics,oracle_full_state_policy,bloat_index,0.28320,0.00414,0.27905,0.28734,10
combined_missing_mechanics,oracle_full_state_policy,oracle_regret,0.06845,0.00483,0.06362,0.07329,10
combined_missing_mechanics,oracle_full_state_policy,robust_utility,-0.43305,0.03538,-0.46843,-0.39768,10
friction_contact_shift,mean_world_model_mpc,task_success,0.11823,0.04086,0.07736,0.15909,10
friction_contact_shift,mean_world_model_mpc,hidden_mechanism_f1,0.41323,0.05873,0.35450,0.47196,10
friction_contact_shift,mean_world_model_mpc,unsafe_action,-0.06823,0.02664,-0.09487,-0.04159,10
friction_contact_shift,mean_world_model_mpc,false_abstention,0.00729,0.01034,-0.00305,0.01763,10
friction_contact_shift,mean_world_model_mpc,bloat_index,0.02428,0.00687,0.01742,0.03115,10
friction_contact_shift,mean_world_model_mpc,oracle_regret,-0.03845,0.00686,-0.04531,-0.03160,10
friction_contact_shift,mean_world_model_mpc,robust_utility,0.19691,0.06920,0.12771,0.26611,10
friction_contact_shift,ensemble_variance_gate,task_success,0.19896,0.03693,0.16203,0.23588,10
friction_contact_shift,ensemble_variance_gate,hidden_mechanism_f1,0.17029,0.04475,0.12554,0.21505,10
friction_contact_shift,ensemble_variance_gate,unsafe_action,0.00469,0.02837,-0.02368,0.03305,10
friction_contact_shift,ensemble_variance_gate,false_abstention,-0.18802,0.03072,-0.21874,-0.15730,10
friction_contact_shift,ensemble_variance_gate,bloat_index,-0.25712,0.00571,-0.26284,-0.25141,10
friction_contact_shift,ensemble_variance_gate,oracle_regret,-0.14201,0.01936,-0.16137,-0.12264,10
friction_contact_shift,ensemble_variance_gate,robust_utility,0.40664,0.08650,0.32014,0.49314,10
friction_contact_shift,mc_dropout_uncertainty,task_success,0.18958,0.03611,0.15347,0.22570,10
friction_contact_shift,mc_dropout_uncertainty,hidden_mechanism_f1,0.15671,0.05661,0.10011,0.21332,10
friction_contact_shift,mc_dropout_uncertainty,unsafe_action,-0.00417,0.01912,-0.02328,0.01495,10
friction_contact_shift,mc_dropout_uncertainty,false_abstention,-0.16094,0.01471,-0.17565,-0.14623,10
friction_contact_shift,mc_dropout_uncertainty,bloat_index,-0.34440,0.00612,-0.35051,-0.33828,10
friction_contact_shift,mc_dropout_uncertainty,oracle_regret,-0.13338,0.00829,-0.14167,-0.12509,10
friction_contact_shift,mc_dropout_uncertainty,robust_utility,0.41573,0.05266,0.36307,0.46838,10
friction_contact_shift,conformal_risk_gate,task_success,0.32031,0.03082,0.28949,0.35113,10
friction_contact_shift,conformal_risk_gate,hidden_mechanism_f1,0.26474,0.04075,0.22398,0.30549,10
friction_contact_shift,conformal_risk_gate,unsafe_action,0.05208,0.01217,0.03991,0.06426,10
friction_contact_shift,conformal_risk_gate,false_abstention,-0.40417,0.01932,-0.42349,-0.38485,10
friction_contact_shift,conformal_risk_gate,bloat_index,-0.42160,0.00512,-0.42672,-0.41647,10
friction_contact_shift,conformal_risk_gate,oracle_regret,-0.26266,0.01078,-0.27344,-0.25189,10
friction_contact_shift,conformal_risk_gate,robust_utility,0.67067,0.04450,0.62617,0.71517,10
friction_contact_shift,epistemic_ensemble_planner,task_success,0.11041,0.02261,0.08780,0.13303,10
friction_contact_shift,epistemic_ensemble_planner,hidden_mechanism_f1,0.10246,0.03662,0.06584,0.13908,10
friction_contact_shift,epistemic_ensemble_planner,unsafe_action,-0.00938,0.01106,-0.02044,0.00168,10
friction_contact_shift,epistemic_ensemble_planner,false_abstention,-0.06459,0.01668,-0.08127,-0.04790,10
friction_contact_shift,epistemic_ensemble_planner,bloat_index,-0.17938,0.00601,-0.18539,-0.17338,10
friction_contact_shift,epistemic_ensemble_planner,oracle_regret,-0.05682,0.01065,-0.06747,-0.04617,10
friction_contact_shift,epistemic_ensemble_planner,robust_utility,0.21880,0.03746,0.18134,0.25626,10
friction_contact_shift,active_probe_then_plan,task_success,0.02239,0.02382,-0.00143,0.04622,10
friction_contact_shift,active_probe_then_plan,hidden_mechanism_f1,-0.00050,0.04152,-0.04202,0.04103,10
friction_contact_shift,active_probe_then_plan,unsafe_action,-0.02344,0.02071,-0.04415,-0.00273,10
friction_contact_shift,active_probe_then_plan,false_abstention,0.01406,0.01318,0.00088,0.02724,10
friction_contact_shift,active_probe_then_plan,bloat_index,0.01942,0.00484,0.01458,0.02426,10
friction_contact_shift,active_probe_then_plan,oracle_regret,0.00437,0.00845,-0.00409,0.01282,10
friction_contact_shift,active_probe_then_plan,robust_utility,0.04095,0.04490,-0.00395,0.08585,10
friction_contact_shift,robust_mpc_fallback,task_success,-0.05313,0.01875,-0.07188,-0.03438,10
friction_contact_shift,robust_mpc_fallback,hidden_mechanism_f1,0.33441,0.03142,0.30299,0.36582,10
friction_contact_shift,robust_mpc_fallback,unsafe_action,0.07083,0.01275,0.05808,0.08359,10
friction_contact_shift,robust_mpc_fallback,false_abstention,0.01302,0.01902,-0.00600,0.03204,10
friction_contact_shift,robust_mpc_fallback,bloat_index,-0.16334,0.00507,-0.16841,-0.15827,10
friction_contact_shift,robust_mpc_fallback,oracle_regret,0.01807,0.01132,0.00675,0.02939,10
friction_contact_shift,robust_mpc_fallback,robust_utility,-0.12110,0.03614,-0.15724,-0.08496,10
friction_contact_shift,residual_dynamics_repair,task_success,0.05885,0.02794,0.03091,0.08679,10
friction_contact_shift,residual_dynamics_repair,hidden_mechanism_f1,0.06320,0.03735,0.02585,0.10055,10
friction_contact_shift,residual_dynamics_repair,unsafe_action,-0.03229,0.01714,-0.04943,-0.01515,10
