stress_axis,stress_level,method,task_success,ci95_success,hidden_mechanism_f1,false_abstention,unsafe_action,bloat_index,intervention_cost
contact_mode_shift,0.0,ensemble_variance_gate,0.61250,0.03546,0.09557,0.00000,0.09107,0.43156,0.00300
contact_mode_shift,0.0,conformal_risk_gate,0.52500,0.05100,0.00000,0.16786,0.09286,0.61449,0.06500
contact_mode_shift,0.0,active_probe_then_plan,0.67857,0.03732,0.00000,0.00000,0.11607,0.27166,0.02657
contact_mode_shift,0.0,robust_mpc_fallback,0.65357,0.04026,0.00000,0.00000,0.02857,0.38115,0.08179
contact_mode_shift,0.0,uncertainty_bloat_audit,0.60536,0.04031,0.03175,0.00000,0.08571,0.39176,0.00011
contact_mode_shift,0.0,oracle_mechanics_repair,0.67500,0.04310,1.00000,0.00000,0.08571,0.21256,0.01600
contact_mode_shift,0.2,ensemble_variance_gate,0.58571,0.05195,0.09550,0.00179,0.12857,0.45387,0.00750
contact_mode_shift,0.2,conformal_risk_gate,0.47321,0.02696,0.02857,0.14464,0.09286,0.64210,0.08400
contact_mode_shift,0.2,active_probe_then_plan,0.66429,0.03227,0.01361,0.00000,0.12500,0.25712,0.03207
contact_mode_shift,0.2,robust_mpc_fallback,0.63393,0.03991,0.00000,0.00000,0.02143,0.39020,0.08482
contact_mode_shift,0.2,uncertainty_bloat_audit,0.59643,0.03011,0.04218,0.00000,0.10714,0.40031,0.00046
contact_mode_shift,0.2,oracle_mechanics_repair,0.70357,0.04528,1.00000,0.00000,0.09286,0.18470,0.03200
contact_mode_shift,0.4,ensemble_variance_gate,0.54464,0.03417,0.16770,0.00357,0.13750,0.47890,0.01750
contact_mode_shift,0.4,conformal_risk_gate,0.43036,0.02666,0.01818,0.15179,0.09821,0.68274,0.10700
contact_mode_shift,0.4,active_probe_then_plan,0.65179,0.03441,0.04493,0.00000,0.16429,0.23890,0.03893
contact_mode_shift,0.4,robust_mpc_fallback,0.62679,0.03357,0.00000,0.00000,0.04643,0.40073,0.08946
contact_mode_shift,0.4,uncertainty_bloat_audit,0.57500,0.04210,0.08611,0.00000,0.15714,0.40789,0.00186
contact_mode_shift,0.4,oracle_mechanics_repair,0.72143,0.03575,1.00000,0.00000,0.08393,0.16001,0.04700
contact_mode_shift,0.6,ensemble_variance_gate,0.51607,0.04062,0.14589,0.00000,0.16429,0.50440,0.02250
contact_mode_shift,0.6,conformal_risk_gate,0.34464,0.03737,0.02324,0.14643,0.08393,0.71712,0.13050
contact_mode_shift,0.6,active_probe_then_plan,0.65893,0.03732,0.07481,0.00000,0.18214,0.23131,0.04321
contact_mode_shift,0.6,robust_mpc_fallback,0.62321,0.04518,0.00000,0.00000,0.04643,0.40981,0.09143
contact_mode_shift,0.6,uncertainty_bloat_audit,0.54286,0.03699,0.13503,0.00000,0.18571,0.41024,0.00361
contact_mode_shift,0.6,oracle_mechanics_repair,0.75179,0.04854,1.00000,0.00000,0.08393,0.13573,0.06100
contact_mode_shift,0.8,ensemble_variance_gate,0.45893,0.04862,0.23444,0.00000,0.20536,0.52037,0.03050
contact_mode_shift,0.8,conformal_risk_gate,0.28036,0.02556,0.04961,0.13036,0.08036,0.75545,0.15800
contact_mode_shift,0.8,active_probe_then_plan,0.63036,0.03111,0.08161,0.00000,0.23214,0.22368,0.04814
contact_mode_shift,0.8,robust_mpc_fallback,0.60536,0.03375,0.00000,0.00000,0.06429,0.42193,0.09321
contact_mode_shift,0.8,uncertainty_bloat_audit,0.53036,0.03459,0.14230,0.00000,0.21964,0.41758,0.00546
contact_mode_shift,0.8,oracle_mechanics_repair,0.77143,0.04833,1.00000,0.00000,0.10536,0.11032,0.07575
contact_mode_shift,1.0,ensemble_variance_gate,0.40536,0.04563,0.26831,0.00000,0.20714,0.54616,0.05050
contact_mode_shift,1.0,conformal_risk_gate,0.25357,0.03654,0.06154,0.08750,0.06607,0.77276,0.17250
contact_mode_shift,1.0,active_probe_then_plan,0.61964,0.02556,0.25817,0.00000,0.25357,0.20797,0.05571
contact_mode_shift,1.0,robust_mpc_fallback,0.60179,0.03482,0.00000,0.00000,0.08571,0.42930,0.09339
contact_mode_shift,1.0,uncertainty_bloat_audit,0.53929,0.04854,0.35456,0.00000,0.22143,0.38204,0.01686
contact_mode_shift,1.0,oracle_mechanics_repair,0.78036,0.03417,1.00000,0.00000,0.10179,0.09213,0.08600
friction_stiction_shift,0.0,ensemble_variance_gate,0.61429,0.03643,0.03545,0.00000,0.12500,0.44777,0.00350
friction_stiction_shift,0.0,conformal_risk_gate,0.50893,0.01906,0.00000,0.15536,0.09821,0.62970,0.07250
friction_stiction_shift,0.0,active_probe_then_plan,0.67321,0.02949,0.00000,0.00000,0.13214,0.26256,0.03011
friction_stiction_shift,0.0,robust_mpc_fallback,0.63036,0.03775,0.00000,0.00000,0.01786,0.38737,0.08482
friction_stiction_shift,0.0,uncertainty_bloat_audit,0.59286,0.04067,0.01786,0.00000,0.10893,0.39858,0.00011
friction_stiction_shift,0.0,oracle_mechanics_repair,0.67500,0.03381,1.00000,0.00000,0.10000,0.20094,0.02300
friction_stiction_shift,0.2,ensemble_variance_gate,0.60536,0.05316,0.04175,0.00000,0.14464,0.45796,0.00450
friction_stiction_shift,0.2,conformal_risk_gate,0.47321,0.05277,0.01429,0.13750,0.09821,0.64823,0.08700
friction_stiction_shift,0.2,active_probe_then_plan,0.66964,0.03111,0.01504,0.00000,0.16071,0.24948,0.03411
friction_stiction_shift,0.2,robust_mpc_fallback,0.64107,0.04528,0.00000,0.00000,0.02679,0.39165,0.08554
friction_stiction_shift,0.2,uncertainty_bloat_audit,0.58393,0.04268,0.06222,0.00000,0.11607,0.40075,0.00082
friction_stiction_shift,0.2,oracle_mechanics_repair,0.70179,0.03523,1.00000,0.00000,0.09464,0.18409,0.03250
friction_stiction_shift,0.4,ensemble_variance_gate,0.55714,0.04272,0.08279,0.00893,0.16250,0.47873,0.01500
friction_stiction_shift,0.4,conformal_risk_gate,0.42143,0.04432,0.03094,0.11071,0.08929,0.66183,0.09800
friction_stiction_shift,0.4,active_probe_then_plan,0.67143,0.03535,0.03256,0.00000,0.16964,0.24682,0.03654
friction_stiction_shift,0.4,robust_mpc_fallback,0.62679,0.03980,0.00000,0.00000,0.03036,0.39865,0.08607
friction_stiction_shift,0.4,uncertainty_bloat_audit,0.56607,0.04833,0.06265,0.00000,0.14286,0.40676,0.00189
friction_stiction_shift,0.4,oracle_mechanics_repair,0.71607,0.03411,1.00000,0.00000,0.08571,0.16361,0.04425
friction_stiction_shift,0.6,ensemble_variance_gate,0.50893,0.03615,0.19159,0.00000,0.17679,0.50021,0.02300
friction_stiction_shift,0.6,conformal_risk_gate,0.33393,0.03283,0.03437,0.15179,0.09286,0.71849,0.13200
friction_stiction_shift,0.6,active_probe_then_plan,0.64286,0.02970,0.05591,0.00000,0.19464,0.23881,0.04161
friction_stiction_shift,0.6,robust_mpc_fallback,0.61071,0.04999,0.00000,0.00000,0.05000,0.41062,0.09196
friction_stiction_shift,0.6,uncertainty_bloat_audit,0.55000,0.03163,0.13316,0.00000,0.17857,0.41153,0.00343
friction_stiction_shift,0.6,oracle_mechanics_repair,0.75000,0.03855,1.00000,0.00000,0.08036,0.13915,0.05875
friction_stiction_shift,0.8,ensemble_variance_gate,0.47143,0.04528,0.19618,0.00000,0.16786,0.51494,0.03400
friction_stiction_shift,0.8,conformal_risk_gate,0.32321,0.03721,0.03007,0.10179,0.09464,0.72245,0.13700
friction_stiction_shift,0.8,active_probe_then_plan,0.65714,0.03660,0.05380,0.00000,0.22500,0.23835,0.04250
friction_stiction_shift,0.8,robust_mpc_fallback,0.62500,0.04107,0.00000,0.00000,0.07500,0.41362,0.09018
friction_stiction_shift,0.8,uncertainty_bloat_audit,0.52321,0.05028,0.16445,0.00000,0.18929,0.40867,0.00496
friction_stiction_shift,0.8,oracle_mechanics_repair,0.75000,0.03339,1.00000,0.00000,0.09643,0.12232,0.06850
friction_stiction_shift,1.0,ensemble_variance_gate,0.43214,0.02921,0.29337,0.00357,0.16964,0.53985,0.04900
friction_stiction_shift,1.0,conformal_risk_gate,0.25179,0.02416,0.08655,0.10536,0.08393,0.76526,0.16700
friction_stiction_shift,1.0,active_probe_then_plan,0.63929,0.03182,0.17761,0.00000,0.24286,0.21769,0.05214
friction_stiction_shift,1.0,robust_mpc_fallback,0.59643,0.04062,0.00000,0.00000,0.06786,0.42856,0.09482
friction_stiction_shift,1.0,uncertainty_bloat_audit,0.51964,0.02872,0.25918,0.00000,0.21250,0.40311,0.01136
friction_stiction_shift,1.0,oracle_mechanics_repair,0.76607,0.03195,1.00000,0.00000,0.09107,0.10124,0.08125
actuator_saturation,0.0,ensemble_variance_gate,0.62143,0.04367,0.00000,0.00000,0.12321,0.43729,0.00050
actuator_saturation,0.0,conformal_risk_gate,0.53571,0.03643,0.00000,0.15714,0.09286,0.62077,0.06850
actuator_saturation,0.0,active_probe_then_plan,0.69107,0.03575,0.03008,0.00000,0.11964,0.26356,0.02911
actuator_saturation,0.0,robust_mpc_fallback,0.65714,0.04925,0.00000,0.00000,0.02321,0.38345,0.08089
actuator_saturation,0.0,uncertainty_bloat_audit,0.62500,0.03780,0.02597,0.00000,0.08214,0.39452,0.00025
actuator_saturation,0.0,oracle_mechanics_repair,0.69464,0.04867,1.00000,0.00000,0.07500,0.20637,0.02025
actuator_saturation,0.2,ensemble_variance_gate,0.58929,0.04455,0.06067,0.00000,0.12500,0.45536,0.00650
actuator_saturation,0.2,conformal_risk_gate,0.50714,0.01917,0.00000,0.13036,0.08750,0.64166,0.08300
actuator_saturation,0.2,active_probe_then_plan,0.68929,0.03564,0.03373,0.00000,0.12500,0.26615,0.03018
actuator_saturation,0.2,robust_mpc_fallback,0.65179,0.03871,0.00000,0.00000,0.01607,0.39009,0.08625
actuator_saturation,0.2,uncertainty_bloat_audit,0.59107,0.03150,0.06536,0.00000,0.11786,0.39929,0.00086
actuator_saturation,0.2,oracle_mechanics_repair,0.70000,0.05044,1.00000,0.00000,0.08571,0.18345,0.03325
actuator_saturation,0.4,ensemble_variance_gate,0.58393,0.05625,0.08252,0.00536,0.14464,0.46871,0.01100
actuator_saturation,0.4,conformal_risk_gate,0.46250,0.02268,0.00952,0.13036,0.09286,0.66365,0.09850
actuator_saturation,0.4,active_probe_then_plan,0.67321,0.03944,0.04226,0.00000,0.16429,0.24768,0.03571
actuator_saturation,0.4,robust_mpc_fallback,0.64107,0.04166,0.00000,0.00000,0.03214,0.39567,0.08732
actuator_saturation,0.4,uncertainty_bloat_audit,0.57321,0.03682,0.06953,0.00000,0.13393,0.40258,0.00157
actuator_saturation,0.4,oracle_mechanics_repair,0.73750,0.04376,1.00000,0.00000,0.08393,0.16298,0.04475
actuator_saturation,0.6,ensemble_variance_gate,0.50536,0.05316,0.16961,0.00179,0.18750,0.49297,0.02100
actuator_saturation,0.6,conformal_risk_gate,0.36429,0.01457,0.00794,0.13393,0.08929,0.70591,0.12450
actuator_saturation,0.6,active_probe_then_plan,0.66250,0.03024,0.07837,0.00000,0.18214,0.24042,0.04029
actuator_saturation,0.6,robust_mpc_fallback,0.62679,0.04190,0.00000,0.00000,0.05000,0.40620,0.09036
actuator_saturation,0.6,uncertainty_bloat_audit,0.57143,0.03150,0.17381,0.00000,0.18393,0.40222,0.00482
actuator_saturation,0.6,oracle_mechanics_repair,0.72143,0.04432,1.00000,0.00000,0.09643,0.14260,0.05650
actuator_saturation,0.8,ensemble_variance_gate,0.45893,0.02548,0.23314,0.00536,0.19286,0.52716,0.04000
actuator_saturation,0.8,conformal_risk_gate,0.28750,0.02977,0.04327,0.09286,0.08393,0.74023,0.14900
actuator_saturation,0.8,active_probe_then_plan,0.64107,0.02119,0.07821,0.00000,0.24286,0.23394,0.04554
actuator_saturation,0.8,robust_mpc_fallback,0.60714,0.04436,0.00000,0.00000,0.09286,0.42045,0.09196
actuator_saturation,0.8,uncertainty_bloat_audit,0.53929,0.03759,0.16000,0.00000,0.20536,0.41397,0.00596
actuator_saturation,0.8,oracle_mechanics_repair,0.77143,0.03654,1.00000,0.00000,0.07679,0.11196,0.07475
actuator_saturation,1.0,ensemble_variance_gate,0.44286,0.04925,0.24309,0.00000,0.20714,0.54075,0.04700
actuator_saturation,1.0,conformal_risk_gate,0.26786,0.04067,0.06317,0.12679,0.07321,0.77402,0.17250
actuator_saturation,1.0,active_probe_then_plan,0.62679,0.02900,0.10647,0.00000,0.28750,0.22044,0.05039
actuator_saturation,1.0,robust_mpc_fallback,0.58393,0.03104,0.00000,0.00000,0.10714,0.42642,0.09482
actuator_saturation,1.0,uncertainty_bloat_audit,0.50179,0.04581,0.19203,0.00000,0.24286,0.41479,0.00936
actuator_saturation,1.0,oracle_mechanics_repair,0.75714,0.03246,1.00000,0.00000,0.09821,0.10441,0.07925
sensor_dropout,0.0,ensemble_variance_gate,0.57143,0.04399,0.00571,0.00000,0.20893,0.37902,0.00050
sensor_dropout,0.0,conformal_risk_gate,0.60000,0.03163,0.00000,0.00536,0.19464,0.49524,0.02100
sensor_dropout,0.0,active_probe_then_plan,0.70179,0.02232,0.30102,0.00000,0.18929,0.25703,0.02964
sensor_dropout,0.0,robust_mpc_fallback,0.65536,0.03581,0.00000,0.00000,0.08036,0.35936,0.06661
sensor_dropout,0.0,uncertainty_bloat_audit,0.61786,0.03156,0.27358,0.00000,0.18750,0.32703,0.01025
sensor_dropout,0.0,oracle_mechanics_repair,0.81964,0.02322,1.00000,0.00000,0.08571,0.09696,0.07725
sensor_dropout,0.2,ensemble_variance_gate,0.55000,0.04441,0.00680,0.00000,0.20000,0.43220,0.00350
sensor_dropout,0.2,conformal_risk_gate,0.51429,0.04912,0.00000,0.01071,0.19107,0.56621,0.05050
sensor_dropout,0.2,active_probe_then_plan,0.68571,0.04423,0.16261,0.00000,0.21250,0.24689,0.03386
sensor_dropout,0.2,robust_mpc_fallback,0.63929,0.05195,0.00000,0.00000,0.07143,0.38042,0.07964
sensor_dropout,0.2,uncertainty_bloat_audit,0.59286,0.03996,0.18992,0.00000,0.18036,0.36373,0.00614
sensor_dropout,0.2,oracle_mechanics_repair,0.77321,0.04190,1.00000,0.00000,0.07143,0.10167,0.07700
sensor_dropout,0.4,ensemble_variance_gate,0.49286,0.02442,0.11476,0.00000,0.18571,0.50003,0.02150
sensor_dropout,0.4,conformal_risk_gate,0.34643,0.04062,0.00649,0.06786,0.08750,0.69505,0.12150
sensor_dropout,0.4,active_probe_then_plan,0.64821,0.03137,0.10474,0.00000,0.20893,0.22745,0.04446
sensor_dropout,0.4,robust_mpc_fallback,0.61071,0.03944,0.00000,0.00000,0.05179,0.40887,0.08982
sensor_dropout,0.4,uncertainty_bloat_audit,0.51607,0.03654,0.18121,0.00000,0.19464,0.39774,0.00643
sensor_dropout,0.4,oracle_mechanics_repair,0.77143,0.03535,1.00000,0.00000,0.07143,0.10231,0.07925
sensor_dropout,0.6,ensemble_variance_gate,0.41786,0.03960,0.32767,0.00714,0.15179,0.56452,0.05950
sensor_dropout,0.6,conformal_risk_gate,0.21071,0.02949,0.10168,0.19107,0.04464,0.80958,0.19050
sensor_dropout,0.6,active_probe_then_plan,0.62500,0.01852,0.02324,0.00000,0.21429,0.22186,0.05179
sensor_dropout,0.6,robust_mpc_fallback,0.59286,0.03924,0.00000,0.00000,0.04821,0.43706,0.09821
sensor_dropout,0.6,uncertainty_bloat_audit,0.50714,0.04656,0.06997,0.00000,0.20000,0.44553,0.00443
sensor_dropout,0.6,oracle_mechanics_repair,0.73929,0.03871,1.00000,0.00000,0.08214,0.10991,0.07750
sensor_dropout,0.8,ensemble_variance_gate,0.32857,0.04496,0.60059,0.01964,0.10536,0.59376,0.10000
sensor_dropout,0.8,conformal_risk_gate,0.12321,0.01885,0.30249,0.31964,0.02857,0.86439,0.23350
sensor_dropout,0.8,active_probe_then_plan,0.60536,0.02771,0.01411,0.00000,0.21964,0.22186,0.05718
sensor_dropout,0.8,robust_mpc_fallback,0.56786,0.04404,0.00000,0.00000,0.04821,0.45902,0.10000
sensor_dropout,0.8,uncertainty_bloat_audit,0.46964,0.03333,0.04013,0.00000,0.21786,0.47945,0.00550
sensor_dropout,0.8,oracle_mechanics_repair,0.70714,0.02442,1.00000,0.00000,0.08036,0.11848,0.07425
sensor_dropout,1.0,ensemble_variance_gate,0.20179,0.01246,0.80739,0.11071,0.06607,0.61077,0.17000
sensor_dropout,1.0,conformal_risk_gate,0.02500,0.01604,0.61118,0.38929,0.00357,0.84846,0.27250
sensor_dropout,1.0,active_probe_then_plan,0.55893,0.03011,0.00000,0.00000,0.22857,0.24693,0.05946
sensor_dropout,1.0,robust_mpc_fallback,0.54464,0.04171,0.00000,0.00000,0.05536,0.48932,0.10000
sensor_dropout,1.0,uncertainty_bloat_audit,0.41250,0.03818,0.00000,0.00000,0.19286,0.53140,0.01671
sensor_dropout,1.0,oracle_mechanics_repair,0.68571,0.03227,1.00000,0.00000,0.08929,0.10961,0.08175
latency,0.0,ensemble_variance_gate,0.55893,0.04892,0.07837,0.00357,0.13571,0.47926,0.01400
latency,0.0,conformal_risk_gate,0.40714,0.03333,0.00000,0.11250,0.11250,0.67286,0.10400
latency,0.0,active_probe_then_plan,0.68214,0.03246,0.01588,0.00000,0.15893,0.24630,0.03682
latency,0.0,robust_mpc_fallback,0.64643,0.04528,0.00000,0.00000,0.01964,0.39939,0.08946
latency,0.0,uncertainty_bloat_audit,0.57143,0.03991,0.04679,0.00000,0.14286,0.40800,0.00093
latency,0.0,oracle_mechanics_repair,0.75714,0.04239,1.00000,0.00000,0.07857,0.13665,0.06000
latency,0.2,ensemble_variance_gate,0.55000,0.04722,0.11153,0.00357,0.16250,0.49038,0.01750
latency,0.2,conformal_risk_gate,0.38393,0.05258,0.00000,0.09107,0.08750,0.69260,0.11650
latency,0.2,active_probe_then_plan,0.67321,0.03797,0.00000,0.00000,0.16786,0.24166,0.03900
latency,0.2,robust_mpc_fallback,0.63929,0.04581,0.00000,0.00000,0.02679,0.40467,0.09196
latency,0.2,uncertainty_bloat_audit,0.57143,0.05392,0.03776,0.00000,0.14643,0.41464,0.00082
latency,0.2,oracle_mechanics_repair,0.75536,0.04469,1.00000,0.00000,0.08214,0.12819,0.06525
latency,0.4,ensemble_variance_gate,0.53393,0.02815,0.12072,0.00179,0.14643,0.49817,0.01850
latency,0.4,conformal_risk_gate,0.36429,0.03871,0.01402,0.10714,0.08036,0.70690,0.12700
latency,0.4,active_probe_then_plan,0.66607,0.03195,0.04873,0.00000,0.17500,0.23549,0.04171
latency,0.4,robust_mpc_fallback,0.61964,0.04272,0.00000,0.00000,0.03214,0.40838,0.09143
latency,0.4,uncertainty_bloat_audit,0.54821,0.04156,0.09647,0.00000,0.16429,0.41025,0.00314
latency,0.4,oracle_mechanics_repair,0.77857,0.01906,1.00000,0.00000,0.06250,0.11977,0.07000
latency,0.6,ensemble_variance_gate,0.49821,0.05916,0.09263,0.00179,0.17500,0.51181,0.02100
latency,0.6,conformal_risk_gate,0.31786,0.03459,0.01778,0.10179,0.08393,0.71773,0.13400
latency,0.6,active_probe_then_plan,0.65357,0.03283,0.03980,0.00000,0.20000,0.23030,0.04361
latency,0.6,robust_mpc_fallback,0.61071,0.04487,0.00000,0.00000,0.03393,0.41191,0.09196
latency,0.6,uncertainty_bloat_audit,0.55000,0.05015,0.10942,0.00000,0.16250,0.41281,0.00346
latency,0.6,oracle_mechanics_repair,0.76429,0.03271,1.00000,0.00000,0.07143,0.11384,0.07350
latency,0.8,ensemble_variance_gate,0.45714,0.04436,0.13218,0.00179,0.18214,0.52263,0.02800
latency,0.8,conformal_risk_gate,0.28393,0.02491,0.01297,0.10714,0.09107,0.73930,0.14700
latency,0.8,active_probe_then_plan,0.62857,0.03918,0.08920,0.00000,0.22321,0.22341,0.04704
latency,0.8,robust_mpc_fallback,0.60000,0.03855,0.00000,0.00000,0.04107,0.41653,0.09286
latency,0.8,uncertainty_bloat_audit,0.51964,0.02719,0.18214,0.00000,0.18214,0.40739,0.00593
latency,0.8,oracle_mechanics_repair,0.75000,0.04210,1.00000,0.00000,0.08036,0.10548,0.07825
latency,1.0,ensemble_variance_gate,0.44464,0.04339,0.16324,0.00179,0.18750,0.52417,0.03050
latency,1.0,conformal_risk_gate,0.29107,0.02433,0.02746,0.10714,0.08214,0.73649,0.14350
latency,1.0,active_probe_then_plan,0.61250,0.02508,0.12708,0.00000,0.21071,0.21890,0.04879
latency,1.0,robust_mpc_fallback,0.58036,0.03581,0.00000,0.00000,0.07321,0.41850,0.09286
latency,1.0,uncertainty_bloat_audit,0.50536,0.05369,0.19724,0.00000,0.18571,0.40496,0.00779
latency,1.0,oracle_mechanics_repair,0.73929,0.03721,1.00000,0.00000,0.08750,0.10784,0.07700
combined,0.0,ensemble_variance_gate,0.74643,0.02374,0.00000,0.00000,0.05000,0.26205,0.00000
combined,0.0,conformal_risk_gate,0.75357,0.03955,0.00000,0.00357,0.06786,0.40206,0.00100
combined,0.0,active_probe_then_plan,0.78214,0.04102,0.00000,0.00000,0.05536,0.30553,0.00118
combined,0.0,robust_mpc_fallback,0.73571,0.03980,0.00000,0.00000,0.05179,0.31006,0.01268
combined,0.0,uncertainty_bloat_audit,0.72857,0.02119,0.00000,0.00000,0.05179,0.30632,0.00000
combined,0.0,oracle_mechanics_repair,0.74464,0.04595,0.00000,0.00000,0.06071,0.21651,0.00000
combined,0.2,ensemble_variance_gate,0.69286,0.03620,0.00000,0.00000,0.09286,0.33527,0.00000
combined,0.2,conformal_risk_gate,0.71607,0.04131,0.00000,0.01250,0.10357,0.46368,0.00500
combined,0.2,active_probe_then_plan,0.72857,0.02763,0.00000,0.00000,0.09286,0.31414,0.00718
combined,0.2,robust_mpc_fallback,0.68929,0.03721,0.00000,0.00000,0.05179,0.34081,0.04375
combined,0.2,uncertainty_bloat_audit,0.67143,0.03732,0.00000,0.00000,0.07679,0.34362,0.00000
combined,0.2,oracle_mechanics_repair,0.70357,0.05092,1.00000,0.00000,0.08750,0.21960,0.00450
combined,0.4,ensemble_variance_gate,0.60000,0.05266,0.00000,0.00000,0.11429,0.43682,0.00400
combined,0.4,conformal_risk_gate,0.52321,0.06011,0.00000,0.09107,0.09286,0.60689,0.06800
combined,0.4,active_probe_then_plan,0.68214,0.03417,0.01242,0.00000,0.13036,0.26819,0.02757
combined,0.4,robust_mpc_fallback,0.64821,0.04999,0.00000,0.00000,0.03929,0.38178,0.07893
combined,0.4,uncertainty_bloat_audit,0.60179,0.03871,0.03731,0.00000,0.11607,0.39020,0.00046
combined,0.4,oracle_mechanics_repair,0.70714,0.03459,1.00000,0.00000,0.07500,0.17894,0.03400
combined,0.6,ensemble_variance_gate,0.46071,0.06035,0.24237,0.01071,0.15536,0.53902,0.03900
combined,0.6,conformal_risk_gate,0.24643,0.02604,0.04888,0.25714,0.05000,0.80255,0.18000
combined,0.6,active_probe_then_plan,0.63750,0.02829,0.03860,0.00000,0.18571,0.22433,0.04786
combined,0.6,robust_mpc_fallback,0.60893,0.04713,0.00000,0.00000,0.04643,0.42365,0.09518
combined,0.6,uncertainty_bloat_audit,0.53571,0.03271,0.06218,0.00000,0.17857,0.43428,0.00257
combined,0.6,oracle_mechanics_repair,0.73036,0.03813,1.00000,0.00000,0.07679,0.14195,0.06025
combined,0.8,ensemble_variance_gate,0.28036,0.02666,0.75654,0.03571,0.09464,0.57548,0.12500
combined,0.8,conformal_risk_gate,0.08393,0.02914,0.48850,0.34821,0.02143,0.85104,0.24550
combined,0.8,active_probe_then_plan,0.57857,0.02604,0.02683,0.00000,0.28571,0.23080,0.05768
combined,0.8,robust_mpc_fallback,0.55179,0.04190,0.00000,0.00000,0.09286,0.46821,0.09875
combined,0.8,uncertainty_bloat_audit,0.43750,0.01852,0.12237,0.00000,0.22857,0.47521,0.01439
combined,0.8,oracle_mechanics_repair,0.68214,0.03660,1.00000,0.00000,0.12321,0.11977,0.07475
combined,1.0,ensemble_variance_gate,0.12321,0.03564,0.93855,0.09821,0.05179,0.58479,0.20150
combined,1.0,conformal_risk_gate,0.01786,0.01178,0.87551,0.35357,0.00357,0.74939,0.27550
combined,1.0,active_probe_then_plan,0.50714,0.02382,0.16429,0.00000,0.34286,0.25767,0.06436
combined,1.0,robust_mpc_fallback,0.51250,0.03423,0.00000,0.00000,0.15536,0.51470,0.10000
combined,1.0,uncertainty_bloat_audit,0.37500,0.02450,0.24232,0.00000,0.27500,0.50764,0.04704
combined,1.0,oracle_mechanics_repair,0.67143,0.04652,1.00000,0.00000,0.16071,0.09879,0.08825
